"Name","Url","GUID"
"EZLynx - Login","https://app.ezlynx.com/auth/account/login","8c1be922-6bf5-431e-a041-9f20c2f0b18b"
"Better Agency","https://my.betteragency.io/","587aa4d6-71d6-4bdc-aa35-0a4bef538a37"
"Office 365","https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=637848261465805468.MzYwNmJhN2YtODBmYS00NzljLTlhYzktY2VlM2E5NGJjYzJmYTVmM2NkOTQtMDFjNC00NjcxLWI3NDEtNjMyZjNhZjBhOThk&ui_locales=en-US&mkt=en-US&state=qWT-wd6XGzn36C6EjKYOkn3nmF8pbO5ZEoU-wfdRgbQvZmHwXtEpBRp7_oR1_ZA-vkJgdB58uS9WqWw_xQB91k1aqJoNkQZqPDgHPuaOrYJw2w5iIhCa_PsEPATxvUj7lVmHFaDrUX1ahpPfSpFWDxTjN8jvZawfLV8DpuIwjgP9EepOvlASnPEsTk2s1ixh6R0hBTFal49FgeKD7xN88r8qUdc5naoJ9G91RG_qad6F40unEllso4LnEqWDYURoL69MygCghOHeqtzLd525ag&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.12.1.0","a3aafc21-55da-4526-93f2-1fc95abca75f"
"Last Pass - Create Account","https://lastpass.com/create-account.php","7331151f-47ac-42ac-b61e-8e1e98b647ff"
"Login","https://kardsystems.com/account/login?ReturnUrl=%2f","4fdd6b63-062e-4f32-9d2e-7bfe77b579c2"
"The Gift Goose","https://app.giftgoose.com/public/auth/login","79687ea9-c6b9-42e7-a99a-f57b18ea82da"
"Easy Clocking Attendance Management","http://easyclocking.net/","fb9fa77d-b8c3-45ef-bfe1-1940aa35269d"
